URL,Gegenstand,Zidane,Vivi,Garnet,Steiner,Freia,Quina,Eiko,Mahagon
https://finalfantasy.fandom.com/wiki/Jade_Armlet_(Final_Fantasy_IX),"Jade Armlet","Möchte und kann","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Judo_Uniform_(Final_Fantasy_IX),"Judo Uniform","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Möchte, kann nicht","Möchte, kann nicht","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Kaiser_Helm_(Final_Fantasy_IX),"Kaiser Helm","Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Lamia%27s_Tiara_(Final_Fantasy_IX),"Lamia's Tiara","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Lapis_Lazuli_(Final_Fantasy_IX),"Lapis Lazuli","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Leather_Hat_(Final_Fantasy_IX),"Leather Hat","Kann, braucht nicht","Möchte und kann","Kann, braucht nicht","Kein Bedarf","Kein Bedarf","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Leather_Plate_(Final_Fantasy_IX),"Leather Plate","Kann, braucht nicht","Kein Bedarf","Kein Bedarf","Kein Bedarf","Kein Bedarf","Kein Bedarf","Kein Bedarf","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Leather_Shirt_(Final_Fantasy_IX),"Leather Shirt","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kein Bedarf","Kein Bedarf","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Leather_Wrist_(Final_Fantasy_IX),"Leather Wrist","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte, kann nicht","Möchte, kann nicht","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Light_Robe_(Final_Fantasy_IX),"Light Robe","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Linen_Cuirass_(Final_Fantasy_IX),"Linen Cuirass","Kein Bedarf","Kein Bedarf","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Madain%27s_Ring_(Final_Fantasy_IX),"Madain's Ring","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Mage%27s_Hat_(Final_Fantasy_IX),"Mage's Hat","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Magic_Armlet_(Final_Fantasy_IX),"Magic Armlet","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Magician_Cloak_(Final_Fantasy_IX),"Magician Cloak","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Magician_Robe_(Final_Fantasy_IX),"Magician Robe","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Magician_Shoes_(Final_Fantasy_IX),"Magician Shoes","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Magus_Hat_(Final_Fantasy_IX),"Magus Hat","Kann, braucht nicht","Möchte und kann","Kann, braucht nicht","Kein Bedarf","Kein Bedarf","Kann, braucht nicht","Kann, braucht nicht","Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Maiden_Prayer,"Maiden Prayer","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Mantra_Band_(Final_Fantasy_IX),"Mantra Band","Möchte und kann","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Maximillian_(Final_Fantasy_IX),Maximillian,"Möchte, kann nicht","Kein Bedarf","Kein Bedarf",Eigentümer,"Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Minerva%27s_Plate_(Final_Fantasy_IX),"Minerva's Plate","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Moonstone_(Final_Fantasy_IX),Moonstone,"Möchte und kann","Kann, braucht nicht","Möchte und kann","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Mythril_Armlet_(Final_Fantasy_IX),"Mythril Armlet","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Möchte, kann nicht","Möchte, kann nicht","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Mythril_Armor_(Final_Fantasy_IX),"Mythril Armor","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Mythril_Gloves_(Final_Fantasy_IX),"Mythril Gloves","Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Mythril_Helm_(Final_Fantasy_IX),"Mythril Helm","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Mythril_Vest_(Final_Fantasy_IX),"Mythril Vest","Möchte und kann","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/N-Kai_Armlet_(Final_Fantasy_IX),"N-Kai Armlet","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte, kann nicht","Möchte, kann nicht","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Ninja_Gear_(Final_Fantasy_IX),"Ninja Gear","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Opal_(Final_Fantasy_IX),Opal,"Kann, braucht nicht","Möchte und kann","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Ore_(Final_Fantasy_IX),Ore,"Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Southern_Tropical_Outfits,"Pearl Armlet","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Pearl_Rouge_(Final_Fantasy_IX),"Pearl Rouge","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Peridot_(Final_Fantasy_IX),Peridot,"Kann, braucht nicht","Möchte und kann","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Phoenix_Pinion_(Final_Fantasy_IX),"Phoenix Pinion","Kein Bedarf","Kein Bedarf","Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Kein Bedarf",Eigentümer,"Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Plate_Mail_(Final_Fantasy_IX),"Plate Mail","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Platina_Armor_(Final_Fantasy_IX),"Platina Armor","Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Platinum_Helm_(Final_Fantasy_IX),"Platinum Helm","Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Power_Belt_(Final_Fantasy_IX),"Power Belt","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte und kann","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Power_Vest_(Final_Fantasy_IX),"Power Vest","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Power_Wrist_(Final_Fantasy_IX),"Power Wrist","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kein Bedarf","Möchte, kann nicht","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Promist_Ring,"Promist Ring","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte und kann","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Protect_Ring_(Final_Fantasy_IX),"Protect Ring","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Pumice_(Final_Fantasy_IX),Pumice,"Kann, braucht nicht","Kann, braucht nicht","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Pumice_Piece,"Pumice Piece","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Rebirth_Ring_(Final_Fantasy_IX),"Rebirth Ring","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Red_Hat_(Final_Fantasy_IX),"Red Hat","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Möchte, kann nicht","Möchte, kann nicht","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Reflect_Ring_(Final_Fantasy_IX),"Reflect Ring","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Ribbon_(Final_Fantasy_IX),Ribbon,"Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Ritual_Hat_(Final_Fantasy_IX),"Ritual Hat","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Robe_of_Lords_(Final_Fantasy_IX),"Robe of Lords","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Kann, braucht nicht","Möchte und kann","Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Rosetta_Ring_(Final_Fantasy_IX),"Rosetta Ring","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Rubber_Helm,"Rubber Helm","Kein Bedarf","Kein Bedarf","Kein Bedarf","Möchte und kann","Kann, braucht nicht","Kein Bedarf","Kein Bedarf","Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Rubber_Suit_(Final_Fantasy_IX),"Rubber Suit","Möchte, kann nicht","Kein Bedarf","Kann, braucht nicht","Möchte, kann nicht","Möchte und kann","Kein Bedarf","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Ruby_(Final_Fantasy_IX_item),Ruby,"Kann, braucht nicht","Kann, braucht nicht","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Running_Shoes_(Final_Fantasy_IX),"Running Shoes","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Southern_Tropical_Outfits,Sandals,"Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Sapphire_(Final_Fantasy_IX),Sapphire,"Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Shield_Armor_(Final_Fantasy_IX),"Shield Armor","Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Silk_Robe_(Final_Fantasy_IX),"Silk Robe","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Silk_Shirt_(Final_Fantasy_IX),"Silk Shirt","Kann, braucht nicht","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Kann, braucht nicht","Möchte und kann","Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Silver_Gloves_(Final_Fantasy_IX),"Silver Gloves","Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Möchte und kann","Möchte und kann","Kein Bedarf","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Steepled_Hat_(Final_Fantasy_IX),"Steepled Hat","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann","Kein Bedarf","Kein Bedarf","Kann, braucht nicht","Möchte und kann","Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Southern_Tropical_Outfits,"Straw Hat","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Survival_Vest_(Final_Fantasy_IX),"Survival Vest","Möchte und kann","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Thief_Gloves_(Final_Fantasy_IX),"Thief Gloves","Möchte und kann","Kein Bedarf","Kein Bedarf","Kein Bedarf","Kein Bedarf","Kein Bedarf","Kein Bedarf","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Thief_Hat_(Final_Fantasy_IX),"Thief Hat",Eigentümer,"Kein Bedarf","Kein Bedarf","Möchte, kann nicht","Möchte, kann nicht","Kein Bedarf","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Thunder_Gloves_(Final_Fantasy_IX),"Thunder Gloves","Möchte, kann nicht","Möchte, kann nicht","Kein Bedarf","Möchte und kann","Möchte und kann","Möchte, kann nicht","Kein Bedarf","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Tin_Armor_(Final_Fantasy_IX),"Tin Armor","Kein Bedarf","Kein Bedarf","Kein Bedarf",Eigentümer,"Kein Bedarf","Kein Bedarf","Kein Bedarf","Kein Bedarf"
https://finalfantasy.fandom.com/wiki/Topaz_(Final_Fantasy_IX),Topaz,"Kann, braucht nicht","Möchte und kann","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht","Kann, braucht nicht"
https://finalfantasy.fandom.com/wiki/Twist_Headband_(Final_Fantasy_IX),"Twist Headband","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Venetia_Shield_(Final_Fantasy_IX),"Venetia Shield","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/White_Robe_(Final_Fantasy_IX),"White Robe","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht","Möchte, kann nicht","Möchte, kann nicht","Möchte und kann","Möchte, kann nicht"
https://finalfantasy.fandom.com/wiki/Wrist,Wrist,"Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Kein Bedarf","Kein Bedarf","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann"
https://finalfantasy.fandom.com/wiki/Yellow_Scarf_(Final_Fantasy_IX),"Yellow Scarf","Möchte und kann","Kann, braucht nicht","Kann, braucht nicht","Möchte und kann","Möchte und kann","Möchte und kann","Kann, braucht nicht","Möchte und kann"
